food_id,food_code,duplicate_code_sequence,source_row_index,food_name,search_name,description,group_code,previous_code,main_data_references,footnote
19-630,19-630,1,2607,"Steak and kidney pudding, homemade","steak and kidney pudding, homemade recipe",Recipe,MI,19-364,Updated 2014,
19-473,19-473,1,2608,"Stew, beef, homemade","stew, beef, homemade recipe",Recipe,MR,19-334,Updated 2013,
19-550,19-550,1,2609,"Stew, beef, made with lean beef, homemade","stew, beef, made with lean beef, homemade recipe",Recipe,MR,19-374,Updated 2014,
19-590,19-590,1,2610,"Stew, beef, with dumplings, homemade","stew, beef, with dumplings, homemade recipe",Recipe,MR,19-375,Updated 2014,
19-479,19-479,1,2611,"Stew, Irish, homemade","stew, irish, homemade recipe",Recipe,MR,19-341,Updated 2013,
19-585,19-585,1,2612,"Stew, Irish, made with lean lamb, homemade","stew, irish, made with lean lamb, homemade recipe",Recipe,MR,19-342,Updated 2014,
19-460,19-460,1,2613,"Stir-fry beef with green peppers and blackbean sauce, takeaway","stir-fry beef with green peppers and blackbean sauce, takeaway 10 sub-samples, 2 from different establishments in each of 5 regions","10 sub-samples, 2 from different establishments in each of 5 regions",MR,,"Aspland and James Ltd, Nutrient analysis of ethnic takeaway foods, 1997",
17-515,17-515,1,2614,"Stock cubes, beef","stock cubes, beef 10 samples, 6 brands including bovril, oxo and own brands","10 samples, 6 brands including Bovril, Oxo and own brands",WY,17-368 17-476 50-1182,"Reviewed 2013. RHM Technology, Nutrient analysis of selected foods, 1995; and Fatty Acid Supplement, 1998 (17-478)",
17-726,17-726,1,2615,"Stock cubes, chicken","stock cubes, chicken 7 samples, 4 brands including oxo","7 samples, 4 brands including Oxo",WY,17-369,"LFRA, Nutrient analysis of miscellaneous foods, 1992; and industry data, 2013",
17-774,17-774,1,2616,"Stock cubes, chicken, made up with water","stock cubes, chicken, made up with water calcualted from 7g stock cube to 190ml water",Calcualted from 7g stock cube to 190ml water,WY,,"LFRA, Nutrient analysis of miscellaneous foods, 1992; and industry data, 2013",
17-727,17-727,1,2617,"Stock cubes, vegetable","stock cubes, vegetable 8 samples, 4 brands including oxo","8 samples, 4 brands including Oxo",WY,17-370,"LFRA, Nutrient analysis of miscellaneous foods, 1992; and industry data, 2013",
17-680,17-680,1,2618,Stock gel,"stock gel including stock pots, stock melts and squeezy tubes","Including stock pots, stock melts and squeezy tubes",WY,,"Industry data, 2013",
17-681,17-681,1,2619,"Stock, chicken, ready made, retail","stock, chicken, ready made, retail label data",Label data,WY,,"Industry data, 2013",
17-767,17-767,1,2620,"Stout, Guinness","stout, guinness approx. 4% abv. 10 samples including canned, bottled and draft","Approx. 4% ABV. 10 samples including canned, bottled and draft",QA,17-219,"Miscellaneous Foods Supplement, 1994; and industry data, 2013. Vitamin K1 from Bolton-Smith et al Br.J. Nutr. 83, 2000",
14-324,14-324,1,2621,"Strawberries, raw","strawberries, raw 19 samples, summer and autumn, uk grown and imported, including elsanta, sonata, ava, portola and unspecified varieties","19 samples, summer and autumn, UK grown and imported, including Elsanta, Sonata, Ava, Portola and unspecified varieties",FA,14-260,"DH, Nutrient analysis of fruit and vegetables, 2013",
11-919,11-919,1,2622,"Strudel, fruit filled, retail, frozen","strudel, fruit filled, retail, frozen 12 samples, 7 products","12 samples, 7 products",AS,,"ADAS Laboratories, Nutrient analysis of ice creams and desserts, 1999",
17-371,17-371,1,2623,"Stuffing mix, dried","stuffing mix, dried 10 samples, 4 brands; assorted flavours","10 samples, 4 brands; assorted flavours",AT,50-178,"Miscellaneous Foods Supplement, 1994",
17-372,17-372,1,2624,"Stuffing mix, dried, assorted flavours, made up","stuffing mix, dried, assorted flavours, made up made up according to packet directions",Made up according to packet directions,AT,50-179,"MW5, 1991",
11-1000,11-1000,1,2625,"Stuffing, sage and onion, homemade","stuffing, sage and onion, homemade recipe",Recipe,AT,11-606,As MW6. Recalculated in 2013,
17-011,17-011,1,2626,"Suet, shredded","suet, shredded beef. 6 samples of the same brand",Beef. 6 samples of the same brand,OF,50-319 17-473,"Reviewed 2013. MW4, 1978. Data from Fatty Acids Supplement 17-473 not integrated as samples and data do not match this code",
17-759,17-759,1,2627,"Suet, vegetable, reduced fat","suet, vegetable, reduced fat manufacturer's data (atora)",Manufacturer's data (Atora),OF,17-012,"Industry data, 2013",
14-076,14-076,1,2628,"Sugar apple, flesh only","sugar apple, flesh only literature sources, annona squamosa, sometimes known as custard apple","Literature sources, Annona squamosa, sometimes known as custard apple",FA,,"Fruit and Nuts Supplement, 1992",
17-060,17-060,1,2629,"Sugar, brown","sugar, brown 3 samples",3 samples,SC,,"Reviewed 2013. LGC, Analysis of assorted foods, 1994",
17-061,17-061,1,2630,"Sugar, Demerara","sugar, demerara 5 samples",5 samples,SC,50-1010,"Reviewed 2013. LGC, Analysis of assorted foods, 1994",
17-062,17-062,1,2631,"Sugar, icing","sugar, icing analysis and maunfacturers' data",Analysis and maunfacturers' data,SC,,"Miscellaneous Foods Supplement, 1994",
17-063,17-063,1,2632,"Sugar, white","sugar, white granulated and loaf sugar",Granulated and loaf sugar,SC,50-1011,"Reviewed 2013. LGC, Analysis of assorted foods, 1994",
14-263,14-263,1,2633,Sultanas,"sultanas 10 samples, 9 brands; whole fruit","10 samples, 9 brands; whole fruit",FA,50-969,"Reviewed 2013. LGC, Nutritional compositon of fruit products, 1985-1986",
14-845,14-845,1,2634,Sunflower seeds,sunflower seeds analysis and literature sources,Analysis and literature sources,GA,50-995 14-859,"Reviewed 2013. LGC, Fatty acid composition of foods, 1987; and Fruit and Nuts Supplement, 1992",
14-846,14-846,1,2635,"Sunflower seeds, toasted","sunflower seeds, toasted calculated from 14-845",Calculated from 14-845,GA,,"LGC, Fatty acid composition of foods, 1987; and Fruit and Nuts Supplement, 1992; fatty acids calculated from 14-859",
16-361,16-361,1,2636,"Sushi, salmon nigiri","sushi, salmon nigiri 10 samples, 7 products","10 samples, 7 products",JR,,"Direct Laboratories, Nutrient analysis catch up project, 2003; and industry data, 2013",
16-362,16-362,1,2637,"Sushi, tuna nigiri","sushi, tuna nigiri 10 samples, 5 products","10 samples, 5 products",JR,,"Direct Laboratories, Nutrient analysis catch up project, 2003; and industry data, 2013",
15-617,15-617,1,2638,"Sushi, vegetable","sushi, vegetable 10 samples, 9 products","10 samples, 9 products",DR,,"Direct Laboratories, Nutrient analysis catch up project, 2003",
13-650,13-650,1,2639,"Swede, flesh only, boiled in unsalted water","swede, flesh only, boiled in unsalted water 11 samples, uk, fresh. peeled, diced and boiled for 13-20 minutes","11 samples, UK, fresh. Peeled, diced and boiled for 13-20 minutes",DG,13-361,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",
13-359,13-359,1,2640,"Swede, flesh only, raw","swede, flesh only, raw peeled thinly",Peeled thinly,DG,50-819,"IFR, The nutritional composition of retail vegetables in the UK, 1984-1987; Vitamin K1 from Bolton-Smith et al, Br.J. Nutr 83, 2000",
19-324,19-324,1,2641,"Sweet and sour chicken, takeaway","sweet and sour chicken, takeaway 10 samples",10 samples,MR,,"Reviewed 2013. Aspland and James Ltd, Nutrient analysis of ethnic and takeaway foods, 1997. No new analysis/data available for review",
19-304,19-304,1,2642,"Sweet and sour pork, battered, takeaway","sweet and sour pork, battered, takeaway 10 samples from different outlets, sauce not included","10 samples from different outlets, sauce not included",MR,,"Aspland and James Ltd, 1997 'Nutrient analysis of ethnic and takeaway foods.",
19-485,19-485,1,2643,"Sweet and sour pork, homemade","sweet and sour pork, homemade recipe",Recipe,MR,19-349,Updated 2013,
15-884,15-884,1,2644,Sweet potato and onion layer,sweet potato and onion layer recipe. west indian dish. recipe from a personal collection,Recipe. West Indian dish. Recipe from a personal collection,DR,15-603,Updated 2014,
13-672,13-672,1,2645,"Sweet potato, baked","sweet potato, baked literature sources and calculation from raw",Literature sources and calculation from raw,DG,13-363,"Vegetables, Herbs and Spices Supplement, 1991",
13-646,13-646,1,2646,"Sweet potato, flesh only, boiled in unsalted water","sweet potato, flesh only, boiled in unsalted water 11 samples, imported. peeled, cut into chunks and boiled for 5-20 minutes","11 samples, imported. Peeled, cut into chunks and boiled for 5-20 minutes",DG,13-551,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",
13-463,13-463,1,2647,"Sweet potato, raw, flesh only","sweet potato, raw, flesh only yellow variety",Yellow variety,DG,13-362 50-821,"Reviewed 2013. IFR, The nutritional compostion of retail vegetables in the UK, 1984-1987; and LGC, Fruit and vegetables, 1989-1990. Vitamin E estimated from USDA 99",
13-671,13-671,1,2648,"Sweet potato, steamed","sweet potato, steamed literature sources and calculation from raw",Literature sources and calculation from raw,DG,13-365,"Vegetables, Herbs and Spices Supplement, 1991",
13-647,13-647,1,2649,"Sweet potato, wedges, flesh and skin, baked in rapeseed oil","sweet potato, wedges, flesh and skin, baked in rapeseed oil 11 samples, all imported. cut into wedges, coated with 1.5-2 tbsp oil and roasted for 30-45 minutes","11 samples, all imported. Cut into wedges, coated with 1.5-2 tbsp oil and roasted for 30-45 minutes",DG,,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",
18-422,18-422,1,2650,"Sweetbread, lamb, fried in corn oil","sweetbread, lamb, fried in corn oil 3 samples",3 samples,MG,50-496,"LGC, Carcase meat and offal survey, 1982-1983",
18-421,18-421,1,2651,"Sweetbread, lamb, raw","sweetbread, lamb, raw thymus and pancreas, 12 samples","Thymus and pancreas, 12 samples",MG,50-495,"MW4, 1978; and Meat, Poultry and Game Supplement, 1995",
13-634,13-634,1,2652,"Sweetcorn, baby, boiled in unsalted water","sweetcorn, baby, boiled in unsalted water 11 samples, fresh, imported. boiled for 4-13 minutes","11 samples, fresh, imported. Boiled for 4-13 minutes",DG,13-552,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",
13-635,13-635,1,2653,"Sweetcorn, baby, stir-fried in rapeseed oil","sweetcorn, baby, stir-fried in rapeseed oil calculated from boiled. fat and water analysed, 2017. 11 samples, fresh, all imported. stir-fried in 1.5-4 tbsp oil for 3-5 minutes","Calculated from boiled. Fat and water analysed, 2017. 11 samples, fresh, all imported. Stir-fried in 1.5-4 tbsp oil for 3-5 minutes",DG,,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",
13-529,13-529,1,2654,"Sweetcorn kernels, canned in water, drained","sweetcorn kernels, canned in water, drained 12 samples, 8 brands, no added salt or sugar","12 samples, 8 brands, no added salt or sugar",DG,13-459,"DH, Nutrient analysis of fruit and vegetables, 2013",
13-609,13-609,1,2655,"Sweetcorn, dried","sweetcorn, dried calculated from raw sweetcorn (13-508)",Calculated from raw sweetcorn (13-508),DI,17-418,"DH, Nutrient analysis of fruit and vegetables, 2013",
13-508,13-508,1,2656,"Sweetcorn, kernels, boiled 'on the cob' in unsalted water","sweetcorn, kernels, boiled 'on the cob' in unsalted water 16 samples, autumn and winter, uk grown and imported","16 samples, autumn and winter, UK grown and imported",DG,13-370,"DH, Nutrient analysis of fruit and vegetables, 2013",
13-606,13-606,1,2657,"Sweetcorn, kernels, boiled 'on the cob' in unsalted water, weighed with core","sweetcorn, kernels, boiled 'on the cob' in unsalted water, weighed with core calculated from 13-508 using edible conversion factor of 0.59",Calculated from 13-508 using edible conversion factor of 0.59,DG,13-374,"DH, Nutrient analysis of fruit and vegetables, 2013",
13-623,13-623,1,2658,"Sweetcorn, kernels, 'on-the-cob', raw, weighed with core","sweetcorn, kernels, 'on-the-cob', raw, weighed with core whole cob. calculated from kernels",Whole cob. Calculated from kernels,DG,13-372,"Vegetables, Herbs and Spices Supplement, 1991; and calculated from 13-508",
13-622,13-622,1,2659,"Sweetcorn, kernels, raw","sweetcorn, kernels, raw ifr; removed from cob",IFR; removed from cob,DG,13-368,"Vegetables, Herbs and Spices Supplement, 1991; and calculated from 13-508",
17-101,17-101,1,2660,"Sweets, boiled","sweets, boiled 6 samples",6 samples,SEC,50-1025,"Reviewed 2013. MW3, 1960",
17-647,17-647,1,2661,"Sweets, chew sweets","sweets, chew sweets 9 samples, 8 products, including starburst, chewits and blackjacks","9 samples, 8 products, including Starburst, Chewits and Blackjacks",SEC,17-104,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",
17-828,17-828,1,2662,"Sweets, sherbert","sweets, sherbert 10 samples of different brands, including refreshers, parma violets, fizzers and love hearts","10 samples of different brands, including Refreshers, Parma Violets, Fizzers and Love Hearts",SEC,17-119,"Reviewed 2013. LGC, Nutritional analysis of foods for pre-school children, 1992",
16-222,16-222,1,2663,"Swordfish, flesh only, grilled","swordfish, flesh only, grilled calculated from raw, steaks","Calculated from raw, steaks",JC,,"Fish and Fish Products Supplement, 1993",
16-223,16-223,1,2664,"Swordfish, flesh only, grilled, weighed with bones and skin","swordfish, flesh only, grilled, weighed with bones and skin calculated from grilled 16-222",Calculated from grilled 16-222,JC,,"Fish and Fish Products Supplement, 1993",
16-221,16-221,1,2665,"Swordfish, flesh only, raw","swordfish, flesh only, raw data from the seafish industry authority and literature sources",Data from the Seafish Industry Authority and literature sources,JC,,"Fish and Fish Products Supplement, 1993",
17-064,17-064,1,2666,"Syrup, corn, dark","syrup, corn, dark literature sources",Literature sources,SC,,Ref. Cutrufelli and Pehrsson (1991),
17-065,17-065,1,2667,"Syrup, golden","syrup, golden 3 samples of the same brand",3 samples of the same brand,SC,50-1012,"Reviewed 2013. LGC, Analysis of assorted foods, 1994",
16-335,16-335,1,2668,"Szechuan prawns with vegetables, takeaway","szechuan prawns with vegetables, takeaway 10 samples from different outlets",10 samples from different outlets,JR,16-320,"Reviewed 2013. Aspland and James Ltd, Nutrient analysis of ethnic and takeaway foods, 1997. Fatty acids re-calculated from supplement 16-320 using GCF =0.956",
15-885,15-885,1,2669,Tabouleh,tabouleh recipe. bulgur wheat based salad. recipe from review of recipe collection,Recipe. Bulgur wheat based salad. Recipe from review of recipe collection,DR,15-604,Updated 2014,
14-847,14-847,1,2670,Tahini paste,tahini paste literature sources and calculation from 14-844,Literature sources and calculation from 14-844,GA,50-996,"Reviewed 2013. McCarthy and Matthews (1984) Composition of foods: nut and seed products, raw, processed and prepared, Agriculture Handbook No, 8-12, and calculation from 14-844",
14-264,14-264,1,2671,"Tamarillos, flesh and seeds","tamarillos, flesh and seeds literature sources",Literature sources,FA,,"Fruit and Nuts Supplement, 1992",
14-265,14-265,1,2672,Tamarind,tamarind literature sources,Literature sources,FA,,"Fruit and Nuts Supplement, 1992",
13-855,13-855,1,2673,"Tamarind leaves, fresh","tamarind leaves, fresh literature sources",Literature sources,H,,"Gopalan et al. (1980) Nutritive value of Indian foods, National Institute of Nutrition",
13-856,13-856,1,2674,"Tamarind pulp, flesh only","tamarind pulp, flesh only no seeds or shell; literature sources",No seeds or shell; literature sources,H,,"Vegetables, Herbs and Spices Supplement, 1991",
13-375,13-375,1,2675,"Tannia, raw","tannia, raw literature sources",Literature sources,DG,,"Vegetables, Herbs and Spices Supplement, 1991",
11-027,11-027,1,2676,"Tapioca, raw","tapioca, raw 4 varieties, medium pearl, seed pearl, coarse and flake","4 varieties, medium pearl, seed pearl, coarse and flake",AA,50-011,"MW3, 1960. Reviewed 2014",
16-449,16-449,1,2677,Taramasalata,taramasalata 10 assorted samples. greek dish based on cod's roe,10 assorted samples. Greek dish based on cod's roe,JR,16-307,"Fish and Fish Products Supplement, 1993; and industry data, 2013. Additional fatty acid data from a different sample with slightly different fatty acid profile is available in Fatty Acid Supplement, 1998 (16-313)",
13-380,13-380,1,2678,"Taro leaves, raw","taro leaves, raw literature sources",Literature sources,DG,,"Vegetables, Herbs and Spices Supplement, 1991",
13-381,13-381,1,2679,"Taro leaves, steamed","taro leaves, steamed ref. 4 and calculation from raw",Ref. 4 and calculation from raw,DG,,"Haytowitz and Matthews (1986) Composition of foods: legumes and legume products, raw, processed and prepared, Agriculture Handbook No. 8-2, and calculation from raw",
13-377,13-377,1,2680,"Taro, baked","taro, baked literature sources and calculation from raw, baked 30 minutes","Literature sources and calculation from raw, baked 30 minutes",DG,,"Vegetables, Herbs and Spices Supplement, 1991",
13-378,13-378,1,2681,"Taro, boiled in unsalted water","taro, boiled in unsalted water literature sources, boiled 20 minutes","Literature sources, boiled 20 minutes",DG,,"Vegetables, Herbs and Spices Supplement, 1991",
13-376,13-376,1,2682,"Taro, raw","taro, raw analysis and literature sources",Analysis and literature sources,DG,,"Vegetables, Herbs and Spices Supplement, 1991",
13-379,13-379,1,2683,"Taro, steamed","taro, steamed literature sources. calculation from raw",Literature sources. Calculation from raw,DG,,"Vegetables, Herbs and Spices Supplement, 1991",
13-858,13-858,1,2684,"Tarragon, dried, ground","tarragon, dried, ground literature sources",Literature sources,H,,"Marsh et al. (1977) Composition of foods: spices and herbs, raw, processed and prepared, Agriculture Handbook No. 8-2",
13-857,13-857,1,2685,"Tarragon, fresh","tarragon, fresh lgc, 5 samples and calculation from dried","LGC, 5 samples and calculation from dried",H,,"LGC, Fruit and vegetables, 1989-1990",
11-1028,11-1028,1,2686,"Tart, bakewell, homemade","tart, bakewell, homemade recipe",Recipe,AS,11-685,Updated 2014,
11-1058,11-1058,1,2687,"Tart, custard, large, homemade","tart, custard, large, homemade recipe",Recipe,AP,11-655,Updated 2014,
11-1093,11-1093,1,2688,"Tart, mincemeat, one crust, homemade","tart, mincemeat, one crust, homemade recipe",Recipe,AP,11-666,Updated 2014,
17-722,17-722,1,2689,Tartare sauce,"tartare sauce 10 samples, 4 brands","10 samples, 4 brands",WCN,17-337,"LFRA, Nutrient analysis of miscellaneous foods, 1992; and industry data, 2013",
11-1123,11-1123,1,2690,"Tartlets, strawberry, homemade","tartlets, strawberry, homemade recipe",Recipe,AP,11-678,Updated 2014,
11-845,11-845,1,2691,"Tarts, bakewell, iced, retail","tarts, bakewell, iced, retail 10 samples, 7 products, including large, slices and individual cherry bakewells","10 samples, 7 products, including large, slices and individual cherry bakewells",AS,11-426,"DH, Nutrient analysis of biscuits, buns, cakes and pastries, 2011",
12-461,12-461,1,2692,"Tarts, custard, individual","tarts, custard, individual 10 samples, 6 products","10 samples, 6 products",BR,11-537,"DH, Nutrient analysis survey of biscuits, buns, cakes and pastries, 2011",
11-1085,11-1085,1,2693,"Tarts, jam, homemade","tarts, jam, homemade recipe",Recipe,AP,11-662,Updated 2014,
11-1086,11-1086,1,2694,"Tarts, jam, wholemeal, homemade","tarts, jam, wholemeal, homemade recipe",Recipe,AP,11-663,Updated 2014,
17-165,17-165,1,2695,"Tea, black, infusion, average","tea, black, infusion, average 15g leaves per litre water, strained after 5 minutes","15g leaves per litre water, strained after 5 minutes",PAA,,"Reviewed 2013. LGC, Alcoholic beverages, soft drinks and tea and coffee survey, 1983-1984; Vitamin K1 from Bolton-Smith et al Br.J. Nutr. 83, 2000",
17-167,17-167,1,2696,"Tea, black, infusion, strong","tea, black, infusion, strong 10g leaves per 500ml water, strained after 5 minutes; 10 samples","10g leaves per 500ml water, strained after 5 minutes; 10 samples",PAC,,"LGC, Alcoholic beverages, soft drinks and tea and coffee survey, 1983-1984",
17-166,17-166,1,2697,"Tea, black, infusion, weak","tea, black, infusion, weak 10g leaves per litre water, strained after 5 minutes; 10 samples","10g leaves per litre water, strained after 5 minutes; 10 samples",PAC,,"LGC, Alcoholic beverages, soft drinks and tea and coffee survey, 1983-1984",
17-170,17-170,1,2698,"Tea, Chinese, leaves, infusion","tea, chinese, leaves, infusion analysis and literature sources",Analysis and literature sources,PAC,,"Miscelleanous Foods Supplement, 1994",
17-171,17-171,1,2699,"Tea, green, infusion","tea, green, infusion literature sources; sencha fukujyu and banch type",Literature sources; Sencha Fukujyu and Banch type,PAC,,"Reviewed 2013. Miscelleanous Foods Supplement, 1994",
17-172,17-172,1,2700,"Tea, herbal, infusion","tea, herbal, infusion literature sources",Literature sources,PAC,,"Reviewed 2013. Cutrufelli and Matthews (1986) Composition of foods: beverages, raw, processed and prepared. Agriculture Handbook No. 8-14, UK Department of Agriculture, Washington DC",
17-169,17-169,1,2701,"Tea, infusion, average, with semi-skimmed milk","tea, infusion, average, with semi-skimmed milk 225ml infusion with 35g semi-skimmed milk",225ml infusion with 35g semi-skimmed milk,PAC,,"Miscelleanous Foods Supplement, 1994",
17-168,17-168,1,2702,"Tea, infusion, average, with whole milk","tea, infusion, average, with whole milk 225ml infusion with 28g whole milk",225ml infusion with 28g whole milk,PAC,,"Miscelleanous Foods Supplement, 1994",
13-118,13-118,1,2703,Tempeh,tempeh fermented soya bean cake. literature sources,Fermented soya bean cake. Literature sources,DB,,"Vegetables, Herbs and Spices Supplement, 1991",
15-886,15-886,1,2704,"Tempeh burgers, fried in vegetable oil","tempeh burgers, fried in vegetable oil tempeh and rice burgers. recipe from review of recipe collection",Tempeh and rice burgers. Recipe from review of recipe collection,DR,15-605,Updated 2014,
13-883,13-883,1,2705,"Thyme, dried, ground","thyme, dried, ground literature sources",Literature sources,H,13-860,"Marsh et al. (1977) Composition of foods: spices and herbs, raw, processed and prepared, Agriculture Handbook No. 8-2; and data from USDA SR26, 2013",
13-893,13-893,1,2706,"Thyme, fresh","thyme, fresh 4 samples and calculation from dried",4 samples and calculation from dried,H,13-859,"LGC, Fruit and vegetables, 1989-1990; and data calculated from USDA SR26, 2013",
14-848,14-848,1,2707,Tigernuts,tigernuts literature sources,Literature sources,GA,,"Fruit and Nuts Supplement, 1992",
16-154,16-154,1,2708,"Tilapia, raw","tilapia, raw literature sources. type of bream",Literature sources. Type of bream,JA,,"Fish and Fish Products Supplement, 1993",
15-626,15-626,1,2709,"Tinda subji, homemade","tinda subji, homemade 6 samples",6 samples,DR,,"University of Leeds, Nutritional analysis of commonly consumed South Asian foods in the UK, 2007",
12-476,12-476,1,2710,Tiramisu,"tiramisu 10 samples, 6 products, frozen and chilled","10 samples, 6 products, frozen and chilled",BR,,"ADAS Laboratories, Nutrient analysis of ice creams and desserts, 1999; and industry data, 2013",
19-635,19-635,1,2711,"Toad in the hole, homemade","toad in the hole, homemade recipe",Recipe,MR,19-428,Updated 2014,
19-636,19-636,1,2712,"Toad in the hole, made with skimmed milk and reduced fat sausages, homemade","toad in the hole, made with skimmed milk and reduced fat sausages, homemade recipe",Recipe,MR,19-429,Updated 2014,
17-646,17-646,1,2713,"Toffees, mixed","toffees, mixed 8 samples, 8 products, including liquorice and mint, excluding premium","8 samples, 8 products, including liquorice and mint, excluding premium",SEC,17-120,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013; and industry data, 2013",
15-887,15-887,1,2714,"Tofu burger, baked","tofu burger, baked recipe. tofu, oat and vegetable. recipe from leeds polytechnic","Recipe. Tofu, oat and vegetable. Recipe from Leeds Polytechnic",DR,15-606,Updated 2014,
15-888,15-888,1,2715,Tofu spread,"tofu spread recipe. tofu, vegetable and mayonnaise paste. recipe from leeds polytechnic","Recipe. Tofu, vegetable and mayonnaise paste. Recipe from Leeds Polytechnic",DR,15-607,Updated 2014,
13-570,13-570,1,2716,"Tofu, soya bean, steamed","tofu, soya bean, steamed soya bean curd; 7 assorted samples",Soya bean curd; 7 assorted samples,DB,13-119,"Vegetables, Herbs and Spices Supplement, 1991",
13-571,13-571,1,2717,"Tofu, soya bean, steamed, fried","tofu, soya bean, steamed, fried calculated from steamed and literature sources",Calculated from steamed and Literature sources,DB,13-120,"Vegetables, Herbs and Spices Supplement, 1991; and Haytowitz and Matthews (1986) Composition of foods: vegetables and vegetable products, raw, processed and prepared, Agriculture Handbook No. 8-16",
13-382,13-382,1,2718,Tomato juice,"tomato juice 10 samples, 9 brands","10 samples, 9 brands",PE,50-1093,"Reviewed 2013. LGC, Canned and other processed vegetable products survey, 1985",
17-709,17-709,1,2719,Tomato ketchup,"tomato ketchup 10 samples, 5 brands","10 samples, 5 brands",WCN,17-513,"LFRA, Nutrient analysis of miscellaneous foods, 1992; and industry data, 2013. Carotenoids from LGC 'Determination of cis carotenoids in foodstuffs' 1997",
13-531,13-531,1,2720,Tomato puree,"tomato puree 9 samples, 8 brands, double concentrate, no added salt","9 samples, 8 brands, double concentrate, no added salt",DG,17-516,"DH, Nutrient analysis of fruit and vegetables, 2013",
50-1173,50-1173,1,2721,"Tomato sauce, homemade","tomato sauce, homemade recipe",Recipe,WCN,,"AS MW5, 1991",
13-530,13-530,1,2722,"Tomatoes, canned, whole contents","tomatoes, canned, whole contents 12 samples, 9 brands, whole and chopped, no added salt","12 samples, 9 brands, whole and chopped, no added salt",DG,13-461,"DH, Nutrient analysis of fruit and vegetables, 2013",
13-519,13-519,1,2723,"Tomatoes, cherry, raw","tomatoes, cherry, raw 21 samples, autumn and winter, uk grown and imported, 'on the vine' and loose","21 samples, autumn and winter, UK grown and imported, 'on the vine' and loose",DG,13-388,"DH, Nutrient analysis of fruit and vegetables, 2013",
13-603,13-603,1,2724,"Tomatoes, standard, fried in corn oil","tomatoes, standard, fried in corn oil calculated from 13-517",Calculated from 13-517,DG,13-385,"DH, Nutrient analysis of fruit and vegetables, 2013",
13-602,13-602,1,2725,"Tomatoes, standard, fried in rapeseed oil","tomatoes, standard, fried in rapeseed oil calculated from 13-517",Calculated from 13-517,DG,50-828,"DH, Nutrient analysis of fruit and vegetables, 2013",
13-518,13-518,1,2726,"Tomatoes, standard, grilled, flesh and seeds only","tomatoes, standard, grilled, flesh and seeds only as raw, grilled for 6-9 minutes","As raw, grilled for 6-9 minutes",DG,13-461,"DH, Nutrient analysis of fruit and vegetables, 2013",
13-517,13-517,1,2727,"Tomatoes, standard, raw","tomatoes, standard, raw 22 samples, autumn and winter, uk grown and imported, 'on the vine' and loose","22 samples, autumn and winter, UK grown and imported, 'on the vine' and loose",DG,13-460,"DH, Nutrient analysis of fruit and vegetables, 2013",
15-321,15-321,1,2728,"Tomatoes, stuffed with rice","tomatoes, stuffed with rice greek dish. recipe from a personal collection",Greek dish. Recipe from a personal collection,DR,,As Vegetable Dishes Supplement 1992,
15-889,15-889,1,2729,"Tomatoes, stuffed with vegetables","tomatoes, stuffed with vegetables sweetcorn, onion and mushroom stuffing. recipe from a review of recipe collection","Sweetcorn, onion and mushroom stuffing. Recipe from a review of recipe collection",DR,15-610,Updated 2014,
18-423,18-423,1,2730,"Tongue, lamb, raw","tongue, lamb, raw 20 samples",20 samples,MG,50-497,"MW4 (1978). Values reviewed for Meat, Poultry and Game Supplement, 1995",
18-424,18-424,1,2731,"Tongue, ox, meat only, pickled, raw","tongue, ox, meat only, pickled, raw 6 samples, fat and skin removed","6 samples, fat and skin removed",MG,50-498,"MW4 (1978). Values reviewed for Meat, Poultry and Game Supplement, 1995",
18-425,18-425,1,2732,"Tongue, ox, meat only, pickled, stewed","tongue, ox, meat only, pickled, stewed fat and skin removed",Fat and skin removed,MG,50-499,"MW4 (1978). Values reviewed for Meat, Poultry and Game Supplement, 1995",
18-426,18-426,1,2733,"Tongue, ox, meat only, stewed","tongue, ox, meat only, stewed 10 samples, fat and skin removed","10 samples, fat and skin removed",MG,,"LGC, Carcase meat and offal survey, 1982-1983",
18-427,18-427,1,2734,"Tongue, sheep, meat only, stewed","tongue, sheep, meat only, stewed fat and skin removed",Fat and skin removed,MG,50-500,"MW4 (1978). Values reviewed for Meat, Poultry and Game Supplement, 1995",
17-736,17-736,1,2735,Tonic water,tonic water literature sources,Literature sources,PCA,17-184,"Cutrufelli and Matthews (1986) Composition of foods: beverages, raw, processed and prepared. Agriculture Handbook No. 8-14, UK Department of Agriculture, Washington DC; and industry data, 2013",
17-670,17-670,1,2736,Topic/Snickers and own brand equivalents,"topic/snickers and own brand equivalents 16 samples, 3 brands, including standard, snack and fun size","16 samples, 3 brands, including standard, snack and fun size",SEA,17-549,"DH, Nutrient analysis of a range of processed foods with particular reference to trans fatty acids, 2013",
